,original sentence,corrected sentence,error indices,corrected indices,error-corr pair,error label,l1,Approximate level,split
2143,Det är mitt favorit sät för att ta mig runt .,Det är mitt favoritsätt för att ta mig runt .,12-22,12-22,favorit sät--favoritsätt,O-Comp,Ryska,Nybörjare,train
2144,Det betyder inte att sluta köra bilen helt men att försöka hitta alternativ när du kan .,Det innebär inte att sluta köra bilen helt men att försöka hitta alternativ när du kan .,4-10,4-10,betyder--innebär,L-W,Ryska,Nybörjare,train
2145,Det innebär inte att sluta köra bilen alls men att försöka hitta alternativ när du kan .,Det innebär inte att sluta köra bilen helt men att försöka hitta alternativ när du kan .,38-41,38-41,alls--helt,L-W,Ryska,Nybörjare,train
2146,Vad glad jag blir av att cykla varje plalts istället för att åka bil .,Vad glad jag blir av att cykla överallt istället för att åka bil .,31-42,31-38,varje plalts--överallt,L-W,Kurdiska,Nybörjare,train
2147,"Jag tycker att en annan fördel är att miljön blir bättre , och när det byggas mindre avgaser , blir det dessutom kul att andas frisk luft .","Jag tycker att en annan fördel är att miljön blir bättre , och när det bildas mindre avgaser , blir det dessutom kul att andas frisk luft .",71-76,71-76,byggas--bildas,L-W,Kurdiska,Nybörjare,train
2148,"Det är också viktigt att man kan investera sina pengar , därför att det är billigare att använda cykla istället för bil .","Det är också viktigt att man kan investera sina pengar , därför att det är billigare att använda cykel istället för bil .",97-101,97-101,cykla--cykel,L-Der,Kurdiska,Nybörjare,train
2149,"Till sist , jag tycker att man kan hjälpa världen om att inte använda bil , så att det bildas mindre avgaser och jorden blir friskare .","Till sist , jag tycker att man kan hjälpa världen genom att inte använda bil , så att det bildas mindre avgaser och jorden blir friskare .",50-51,50-54,om--genom,L-W,Kurdiska,Nybörjare,train
2150,"Till sist , jag tycker att man kan hjälpa världen genom att inte använda bil , för att det bildas mindre avgaser och jorden blir friskare .","Till sist , jag tycker att man kan hjälpa världen genom att inte använda bil , så att det bildas mindre avgaser och jorden blir friskare .",79-81,79-80,för--så,L-W,Kurdiska,Nybörjare,train
2151,"Till sist , jag tycker att man kan hjälpa världen genom att inte använda bil , så att det byggas mindre avgaser och jorden blir friskare .","Till sist , jag tycker att man kan hjälpa världen genom att inte använda bil , så att det bildas mindre avgaser och jorden blir friskare .",90-95,90-95,byggas--bildas,L-W,Kurdiska,Nybörjare,train
2152,Jag tycker inte att bilar är så bra om man tänker efter vad de gör med oss och med samhället .,Jag tycker inte att bilar är så bra om man tänker på vad de gör med oss och med samhället .,50-54,50-51,efter--på,L-W,Engelska,Nybörjare,train
2153,Jag tycker inte att bilar är så bra om man tänker på vad de gör till oss och med samhället .,Jag tycker inte att bilar är så bra om man tänker på vad de gör med oss och med samhället .,64-67,64-66,till--med,L-W,Engelska,Nybörjare,train
2154,Jag tycker inte att bilar är så bra om man tänker på vad de gör med oss och till samhället .,Jag tycker inte att bilar är så bra om man tänker på vad de gör med oss och med samhället .,76-79,76-78,till--med,L-W,Engelska,Nybörjare,train
2155,"Mobiler ringer , Facebook kallar , vi åker till jobbet eller mataffären i trafik och vi har lite tid att tänka och att se ut på fönstret .","Mobiler ringer , Facebook kallar , vi åker till jobbet eller mataffären i trafik och vi har lite tid att tänka och att se ut genom fönstret .",125-126,125-129,på--genom,L-W,Engelska,Nybörjare,train
2156,"När man inte har någon bil , får man promenera till jobbet eller ta bussen , Det är inte så snabbt , och man måste planera lite mer , men det är naturligt för oss .","När man inte har någon bil , får man promenera till jobbet eller ta bussen , Det går inte så snabbt , och man måste planera lite mer , men det är naturligt för oss .",81-82,81-83,är--går,L-W,Engelska,Nybörjare,train
2157,"Dessutom köper vi för mycket i dagläget , och det försämrar jorden .","Dessutom köper vi för mycket i dagsläget , och det försämrar jorden .",31-38,31-39,dagläget--dagsläget,L-Der,Engelska,Nybörjare,train
2158,Det är också många olika typer av utsläpp när gamla bilar används .,Det blir också många olika typer av utsläpp när gamla bilar används .,4-5,4-7,är--blir,L-W,"Ryska, Ukrainska",Nybörjare,train
2159,Det blir också många olika typer av avfäl när gamla bilar används .,Det blir också många olika typer av utsläpp när gamla bilar används .,36-40,36-42,avfäl--utsläpp,L-W,"Ryska, Ukrainska",Nybörjare,train
2160,Det blir också många olika typer av utsläpp när gamla bilar utiliseras .,Det blir också många olika typer av utsläpp när gamla bilar används .,60-69,60-66,utiliseras--används,L-FL,"Ryska, Ukrainska",Nybörjare,train
2161,␤ Avgäser problemet kan lösas genom att vi börjar att köra elbilar .,␤ Avgasproblemet kan lösas genom att vi börjar att köra elbilar .,2-18,2-15,Avgäser problemet--Avgasproblemet,L-Der,"Ryska, Ukrainska",Nybörjare,train
2162,␤ Avgäser problemet kan lösas genom att vi börjar att köra elbilar .,␤ Avgasproblemet kan lösas genom att vi börjar att köra elbilar .,2-18,2-15,Avgäser problemet--Avgasproblemet,O-Comp,"Ryska, Ukrainska",Nybörjare,train
2163,Men alla typer av bilar behöver stora områden i vår stadt för nya parkeringar eller motorvägar .,Men alla typer av bilar behöver stora områden i vår stad för nya parkeringar eller motorvägar .,52-56,52-55,stadt--stad,L-FL,"Ryska, Ukrainska",Nybörjare,train
2164,Det kommer att bli bättre att ha en park eller en gång / cykelväg på de platserna .,Det kommer att bli bättre att ha en park eller en gång- / cykelväg på de platserna .,50-53,50-54,gång--gång-,O-Comp,"Ryska, Ukrainska",Nybörjare,train
2165,Vi har så vacker natur och luft i vår stadt !,Vi har så vacker natur och luft i vår stad !,38-42,38-41,stadt--stad,L-FL,"Ryska, Ukrainska",Nybörjare,train
2166,Men det är klart att bilen är det bästa alternativet för att resa på lång väg eller flytta till en annan stad .,Men det är klart att bilen är det bästa alternativet för att resa långt eller flytta till en annan stad .,66-76,66-70,på lång väg--långt,L-W,"Ryska, Ukrainska",Nybörjare,train
2167,Men det är klart att bilen är det bästa alternativet för att resa långt eller flytta till en annan stadt .,Men det är klart att bilen är det bästa alternativet för att resa långt eller flytta till en annan stad .,99-103,99-102,stadt--stad,L-FL,"Ryska, Ukrainska",Nybörjare,train
2168,"I första ögonblicket blev jag kär i honom , han var jätte fin , en snäll och stilig person .","I första ögonblicket blev jag kär i honom , han var jättefin , en snäll och stilig person .",52-60,52-59,jätte fin--jättefin,O-Comp,Kurdiska,Nybörjare,train
2169,"Jag är en stor uppskatta av grön miljö , men jag är också pragmatisk , och båda attityderna påverkar mina åsikter om hur man ska ta sig runt .","Jag är en stor anhängare av grön miljö , men jag är också pragmatisk , och båda attityderna påverkar mina åsikter om hur man ska ta sig runt .",15-23,15-23,uppskatta--anhängare,L-W,Rumänska,Nybörjare,train
2170,"Jag är en stor anhängare av grön miljö , men jag står också pragmatisk , och båda attityderna påverkar mina åsikter om hur man ska ta sig runt .","Jag är en stor anhängare av grön miljö , men jag är också pragmatisk , och båda attityderna påverkar mina åsikter om hur man ska ta sig runt .",49-52,49-50,står--är,L-W,Rumänska,Nybörjare,train
2171,"Jag är en stor anhängare av grön miljö , men jag är också pragmatisk , och båda attityderna påverkar mina åsikter om hur man ska åka runt .","Jag är en stor anhängare av grön miljö , men jag är också pragmatisk , och båda attityderna påverkar mina åsikter om hur man ska ta sig runt .",129-131,129-134,åka--ta sig,L-W,Rumänska,Nybörjare,train
2172,"Till exempel , studier visar att om en man går cirka 45 minuter varje dag finns det 60 % mindre risk att han får säsongsförkylning .","Till exempel , studier visar att om en man går cirka 45 minuter varje dag är det 60 % mindre risk att han får säsongsförkylning .",74-78,74-75,finns--är,L-W,Rumänska,Nybörjare,train
2173,"Till exempel , studier visar att om en man går cirka 45 minuter varje dag är det 60 % mindre chanser att han får säsongsförkylning .","Till exempel , studier visar att om en man går cirka 45 minuter varje dag är det 60 % mindre risk att han får säsongsförkylning .",93-99,93-96,chanser--risk,L-W,Rumänska,Nybörjare,train
2174,"Till exempel , studier visar att om en man går cirka 45 minuter varje dag är det 60 % mindre risk att han får säsongsförkyling .","Till exempel , studier visar att om en man går cirka 45 minuter varje dag är det 60 % mindre risk att han får säsongsförkylning .",110-125,110-126,säsongsförkyling--säsongsförkylning,L-Der,Rumänska,Nybörjare,train
2175,Av ovan nämnda skäl tror jag att vi ska använda bilar så sällan som vi kan .,Av ovan nämnda skäl tycker jag att vi ska använda bilar så sällan som vi kan .,20-23,20-25,tror--tycker,L-W,Rumänska,Nybörjare,train
2176,Av ovan nämnda skäl tycker jag att vi ska använda bilar så sällsynta som vi kan .,Av ovan nämnda skäl tycker jag att vi ska använda bilar så sällan som vi kan .,59-67,59-64,sällsynta--sällan,L-W,Rumänska,Nybörjare,train
2177,Att köpa en bil ␤ Förr man köper en bil måste man tänka på många viktiga saker .,Att köpa en bil ␤ Innan man köper en bil måste man tänka på många viktiga saker .,18-21,18-22,Förr--Innan,L-W,"Badinani, Kurdiska",Nybörjare,train
2178,Kan man betala bilsförsäkningen varje månad ?,Kan man betala bilförsäkringen varje månad ?,15-30,15-29,bilsförsäkningen--bilförsäkringen,L-Der,"Badinani, Kurdiska",Nybörjare,train
2179,"Till sist , ifall man bestämed sig för att köpa bil , då får man fundera på vilken typ , vilket pris , vilken storlek och så vidare man ska välja .","Till sist , ifall man bestämmer sig för att köpa bil , då får man fundera på vilken typ , vilket pris , vilken storlek och så vidare man ska välja .",22-29,22-30,bestämed--bestämmer,L-Der,"Badinani, Kurdiska",Nybörjare,train
2180,"Till sist , ifall man bestämmer sig för att köpa bil , då kan man fundera på vilken typ , vilket pris , vilken storlek och så vidare man ska välja .","Till sist , ifall man bestämmer sig för att köpa bil , då får man fundera på vilken typ , vilket pris , vilken storlek och så vidare man ska välja .",58-60,58-60,kan--får,L-W,"Badinani, Kurdiska",Nybörjare,train
2181,"Till sist , ifall man bestämmer sig för att köpa bil , då får man fundera på vilken typ , vilket pris , vilken storlek och så vidare man kan välja .","Till sist , ifall man bestämmer sig för att köpa bil , då får man fundera på vilken typ , vilket pris , vilken storlek och så vidare man ska välja .",137-139,137-139,kan--ska,L-W,"Badinani, Kurdiska",Nybörjare,train
2182,"Man behöver en bil för att klara sig och spara tid som kan användas för andra nånting , och tid , säger man , är pengar .","Man behöver en bil för att klara sig och spara tid som kan användas för andra saker , och tid , säger man , är pengar .",78-84,78-82,nånting--saker,L-W,"Engelska, Yoruba",Nybörjare,train
2183,"Man behöver en bil för att klara sig och spara tid som kan användas för andra saker , sen tid , säger man , är pengar .","Man behöver en bil för att klara sig och spara tid som kan användas för andra saker , och tid , säger man , är pengar .",86-88,86-88,sen--och,L-W,"Engelska, Yoruba",Nybörjare,train
2184,Så på min åsikt är det ett måste att egen bil ha .,Så enligt min åsikt är det ett måste att egen bil ha .,3-4,3-8,på--enligt,L-W,"Engelska, Yoruba",Nybörjare,train
2185,Jag tycker att en bil är ett behov om man vill ha ett liv utan stressa .,Jag tycker att en bil är ett behov om man vill ha ett liv utan stress .,63-69,63-68,stressa--stress,L-Der,"Engelska, Yoruba",Nybörjare,train
2186,För det andra är det prestige att ha egen bil för att man jobbar så att man ska kunna ha ett vackert liv och bra självesteem .,För det andra är det prestige att ha egen bil för att man jobbar så att man ska kunna ha ett vackert liv och bra självkänsla .,113-123,113-123,självesteem--självkänsla,L-FL,"Engelska, Yoruba",Nybörjare,train
2187,Till slut tycker jag att en egen bil är jätte viktigt och ett måste för en man som gillar ett bra och lugnt liv och vill ha ett liv utan stress för att klara sig .,Till slut tycker jag att en egen bil är jätteviktigt och ett måste för en man som gillar ett bra och lugnt liv och vill ha ett liv utan stress för att klara sig .,40-52,40-51,jätte viktigt--jätteviktigt,O-Comp,"Engelska, Yoruba",Nybörjare,train
